VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
910, 304, -0.42192,  6.33304E-06,  0.89406, -0.42678,  6.40594E-06,  0.90435,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.802
911, 305, -0.41434, -6.04413E-06,  0.87804,  0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.802
912, 306, -0.39212,  6.33499E-06,  0.90757, -0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.80701
913, 305, -0.41434, -6.04413E-06,  0.87804,  0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.802
914, 304, -0.42192,  6.33304E-06,  0.89406, -0.42678,  6.40594E-06,  0.90435,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.802
915, 305, -0.41434, -6.04413E-06,  0.87804,  0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.802
916, 306, -0.39212,  6.33499E-06,  0.90757, -0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.80701
917, 307, -0.38507, -6.04218E-06,  0.8913,  0.3966,  6.22310E-06, -0.91799,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.80701
918, 306, -0.39212,  6.33499E-06,  0.90757, -0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.80701
919, 308, -0.3553, -6.04024E-06,  0.90361,  0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81204
920, 307, -0.38507, -6.04218E-06,  0.8913,  0.3966,  6.22310E-06, -0.91799,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.80701
921, 308, -0.3553, -6.04024E-06,  0.90361,  0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81204
922, 306, -0.39212,  6.33499E-06,  0.90757, -0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.80701
923, 309, -0.3618,  6.33743E-06,  0.92011, -0.36594,  6.40995E-06,  0.93064,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.81204
924, 310, -0.33099,  6.33937E-06,  0.93166, -0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.81708
925, 308, -0.3553, -6.04024E-06,  0.90361,  0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81204
926, 309, -0.3618,  6.33743E-06,  0.92011, -0.36594,  6.40995E-06,  0.93064,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.81204
927, 308, -0.3553, -6.04024E-06,  0.90361,  0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81204
928, 310, -0.33099,  6.33937E-06,  0.93166, -0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.81708
929, 311, -0.32505, -6.03829E-06,  0.91496,  0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81708
930, 312, -0.2997,  6.34084E-06,  0.9422, -0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.82213
931, 311, -0.32505, -6.03829E-06,  0.91496,  0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81708
932, 310, -0.33099,  6.33937E-06,  0.93166, -0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.81708
933, 311, -0.32505, -6.03829E-06,  0.91496,  0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.81708
934, 312, -0.2997,  6.34084E-06,  0.9422, -0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.82213
935, 313, -0.29432, -6.03683E-06,  0.92531,  0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.82213
936, 314, -0.26796,  6.34230E-06,  0.95172, -0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8272
937, 313, -0.29432, -6.03683E-06,  0.92531,  0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.82213
938, 312, -0.2997,  6.34084E-06,  0.9422, -0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.82213
939, 313, -0.29432, -6.03683E-06,  0.92531,  0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.82213
940, 314, -0.26796,  6.34230E-06,  0.95172, -0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8272
941, 315, -0.26315, -6.03488E-06,  0.93466,  0.27101,  6.21514E-06, -0.96258,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8272
942, 316, -0.23578,  6.34376E-06,  0.96019, -0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.83229
943, 315, -0.26315, -6.03488E-06,  0.93466,  0.27101,  6.21514E-06, -0.96258,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8272
944, 314, -0.26796,  6.34230E-06,  0.95172, -0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8272
945, 315, -0.26315, -6.03488E-06,  0.93466,  0.27101,  6.21514E-06, -0.96258,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8272
946, 316, -0.23578,  6.34376E-06,  0.96019, -0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.83229
947, 317, -0.23156, -6.03390E-06,  0.94298,  0.23847,  6.21418E-06, -0.97115,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.83229
948, 316, -0.23578,  6.34376E-06,  0.96019, -0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.83229
949, 318, -0.19955, -6.03244E-06,  0.95025,  0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8374
950, 317, -0.23156, -6.03390E-06,  0.94298,  0.23847,  6.21418E-06, -0.97115,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.83229
951, 318, -0.19955, -6.03244E-06,  0.95025,  0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8374
952, 316, -0.23578,  6.34376E-06,  0.96019, -0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.83229
953, 319, -0.20318,  6.34522E-06,  0.9676, -0.20551,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8374
954, 319, -0.20318,  6.34522E-06,  0.9676, -0.20551,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8374
955, 320, -0.16715, -6.03147E-06,  0.95646,  0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84254
956, 318, -0.19955, -6.03244E-06,  0.95025,  0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8374
957, 320, -0.16715, -6.03147E-06,  0.95646,  0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84254
958, 319, -0.20318,  6.34522E-06,  0.9676, -0.20551,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8374
959, 321, -0.17019,  6.34619E-06,  0.97392, -0.17214,  6.41886E-06,  0.98507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.84254
960, 322, -0.13683,  6.34668E-06,  0.97914, -0.1384,  6.41955E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.84769
961, 320, -0.16715, -6.03147E-06,  0.95646,  0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84254
962, 321, -0.17019,  6.34619E-06,  0.97392, -0.17214,  6.41886E-06,  0.98507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.84254
963, 320, -0.16715, -6.03147E-06,  0.95646,  0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84254
964, 322, -0.13683,  6.34668E-06,  0.97914, -0.1384,  6.41955E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.84769
965, 323, -0.13439, -6.03049E-06,  0.96158,  0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84769
966, 324, -0.1031,  6.34766E-06,  0.98323, -0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.85288
967, 323, -0.13439, -6.03049E-06,  0.96158,  0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84769
968, 322, -0.13683,  6.34668E-06,  0.97914, -0.1384,  6.41955E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.84769
969, 323, -0.13439, -6.03049E-06,  0.96158,  0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.84769
970, 324, -0.1031,  6.34766E-06,  0.98323, -0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.85288
971, 325, -0.10127, -6.03000E-06,  0.96559,  0.10431,  6.21080E-06, -0.99455,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.85288
972, 326, -0.06904,  6.34814E-06,  0.98617, -0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8581
973, 325, -0.10127, -6.03000E-06,  0.96559,  0.10431,  6.21080E-06, -0.99455,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.85288
974, 324, -0.1031,  6.34766E-06,  0.98323, -0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.85288
975, 325, -0.10127, -6.03000E-06,  0.96559,  0.10431,  6.21080E-06, -0.99455,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.85288
976, 326, -0.06904,  6.34814E-06,  0.98617, -0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8581
977, 327, -0.06782, -6.02952E-06,  0.96849,  0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8581
978, 328, -0.03467,  6.34814E-06,  0.98796, -0.03507,  6.42158E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86335
979, 327, -0.06782, -6.02952E-06,  0.96849,  0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8581
980, 326, -0.06904,  6.34814E-06,  0.98617, -0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.8581
981, 327, -0.06782, -6.02952E-06,  0.96849,  0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.8581
982, 328, -0.03467,  6.34814E-06,  0.98796, -0.03507,  6.42158E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86335
983, 329, -0.03406, -6.02952E-06,  0.97024,  0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86335
984, 330, -5.47409E-07,  6.34863E-06,  0.98855, -5.53747E-07,  6.42214E-06,  1.00,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86864
985, 329, -0.03406, -6.02952E-06,  0.97024,  0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86335
986, 328, -0.03467,  6.34814E-06,  0.98796, -0.03507,  6.42158E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86335
987, 329, -0.03406, -6.02952E-06,  0.97024,  0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86335
988, 330, -5.47409E-07,  6.34863E-06,  0.98855, -5.53747E-07,  6.42214E-06,  1.00,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86864
989, 331,  5.25240E-07, -6.02903E-06,  0.97083, -5.41024E-07,  6.21021E-06, -1.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86864
990, 330, -5.47409E-07,  6.34863E-06,  0.98855, -5.53747E-07,  6.42214E-06,  1.00,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.86864
991, 332,  0.03467,  6.34814E-06,  0.98796,  0.03507,  6.42159E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87395
992, 331,  5.25240E-07, -6.02903E-06,  0.97083, -5.41024E-07,  6.21021E-06, -1.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86864
993, 331,  5.25240E-07, -6.02903E-06,  0.97083, -5.41024E-07,  6.21021E-06, -1.00,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.86864
994, 332,  0.03467,  6.34814E-06,  0.98796,  0.03507,  6.42159E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87395
995, 333,  0.03406, -6.02952E-06,  0.97024, -0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87395
996, 332,  0.03467,  6.34814E-06,  0.98796,  0.03507,  6.42159E-06,  0.99938,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87395
997, 334,  0.06904,  6.34814E-06,  0.98617,  0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87927
998, 333,  0.03406, -6.02952E-06,  0.97024, -0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87395
999, 333,  0.03406, -6.02952E-06,  0.97024, -0.03508,  6.21065E-06, -0.99938,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87395
1000, 334,  0.06904,  6.34814E-06,  0.98617,  0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87927
1001, 335,  0.06782, -6.02952E-06,  0.96849, -0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87927
1002, 334,  0.06904,  6.34814E-06,  0.98617,  0.06984,  6.42143E-06,  0.99756,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.87927
1003, 336,  0.1031,  6.34766E-06,  0.98323,  0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88456
1004, 335,  0.06782, -6.02952E-06,  0.96849, -0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87927
1005, 335,  0.06782, -6.02952E-06,  0.96849, -0.06986,  6.21049E-06, -0.99756,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.87927
1006, 336,  0.1031,  6.34766E-06,  0.98323,  0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88456
1007, 337,  0.10127, -6.03000E-06,  0.96559, -0.10431,  6.21080E-06, -0.99454,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88456
1008, 336,  0.1031,  6.34766E-06,  0.98323,  0.10429,  6.42074E-06,  0.99455,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88456
1009, 338,  0.13683,  6.34668E-06,  0.97914,  0.1384,  6.41954E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88981
1010, 337,  0.10127, -6.03000E-06,  0.96559, -0.10431,  6.21080E-06, -0.99454,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88456
1011, 337,  0.10127, -6.03000E-06,  0.96559, -0.10431,  6.21080E-06, -0.99454,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88456
1012, 338,  0.13683,  6.34668E-06,  0.97914,  0.1384,  6.41954E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88981
1013, 339,  0.13439, -6.03049E-06,  0.96158, -0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88981
1014, 338,  0.13683,  6.34668E-06,  0.97914,  0.1384,  6.41954E-06,  0.99038,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.88981
1015, 340,  0.17019,  6.34619E-06,  0.97392,  0.17214,  6.41886E-06,  0.98507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.89503
1016, 339,  0.13439, -6.03049E-06,  0.96158, -0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88981
1017, 339,  0.13439, -6.03049E-06,  0.96158, -0.13841,  6.21110E-06, -0.99037,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.88981
1018, 340,  0.17019,  6.34619E-06,  0.97392,  0.17214,  6.41886E-06,  0.98507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.89503
1019, 341,  0.16716, -6.03147E-06,  0.95645, -0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.89503
1020, 340,  0.17019,  6.34619E-06,  0.97392,  0.17214,  6.41886E-06,  0.98507,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.89503
1021, 342,  0.20318,  6.34522E-06,  0.9676,  0.2055,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90021
1022, 341,  0.16716, -6.03147E-06,  0.95645, -0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.89503
1023, 341,  0.16716, -6.03147E-06,  0.95645, -0.17216,  6.21191E-06, -0.98507,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.89503
1024, 342,  0.20318,  6.34522E-06,  0.9676,  0.2055,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90021
1025, 343,  0.19955, -6.03244E-06,  0.95025, -0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90021
1026, 342,  0.20318,  6.34522E-06,  0.9676,  0.2055,  6.41773E-06,  0.97866,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90021
1027, 344,  0.23578,  6.34376E-06,  0.96019,  0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90537
1028, 343,  0.19955, -6.03244E-06,  0.95025, -0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90021
1029, 343,  0.19955, -6.03244E-06,  0.95025, -0.20552,  6.21277E-06, -0.97865,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90021
1030, 344,  0.23578,  6.34376E-06,  0.96019,  0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90537
1031, 345,  0.23156, -6.03390E-06,  0.94298, -0.23848,  6.21418E-06, -0.97115,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90537
1032, 344,  0.23578,  6.34376E-06,  0.96019,  0.23847,  6.41615E-06,  0.97115,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.90537
1033, 346,  0.26796,  6.34230E-06,  0.95172,  0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91051
1034, 345,  0.23156, -6.03390E-06,  0.94298, -0.23848,  6.21418E-06, -0.97115,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90537
1035, 345,  0.23156, -6.03390E-06,  0.94298, -0.23848,  6.21418E-06, -0.97115,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.90537
1036, 346,  0.26796,  6.34230E-06,  0.95172,  0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91051
1037, 347,  0.26315, -6.03488E-06,  0.93466, -0.27102,  6.21514E-06, -0.96257,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91051
1038, 346,  0.26796,  6.34230E-06,  0.95172,  0.27101,  6.41463E-06,  0.96258,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91051
1039, 348,  0.2997,  6.34084E-06,  0.9422,  0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91562
1040, 347,  0.26315, -6.03488E-06,  0.93466, -0.27102,  6.21514E-06, -0.96257,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91051
1041, 347,  0.26315, -6.03488E-06,  0.93466, -0.27102,  6.21514E-06, -0.96257,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91051
1042, 348,  0.2997,  6.34084E-06,  0.9422,  0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91562
1043, 349,  0.29432, -6.03683E-06,  0.92531, -0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91562
1044, 348,  0.2997,  6.34084E-06,  0.9422,  0.30312,  6.41318E-06,  0.95295,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.91562
1045, 350,  0.33099,  6.33937E-06,  0.93166,  0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92071
1046, 349,  0.29432, -6.03683E-06,  0.92531, -0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91562
1047, 349,  0.29432, -6.03683E-06,  0.92531, -0.30312,  6.21717E-06, -0.95295,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.91562
1048, 350,  0.33099,  6.33937E-06,  0.93166,  0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92071
1049, 351,  0.32505, -6.03829E-06,  0.91496, -0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92071
1050, 350,  0.33099,  6.33937E-06,  0.93166,  0.33477,  6.41179E-06,  0.9423,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92071
1051, 352,  0.3618,  6.33743E-06,  0.92011,  0.36594,  6.40995E-06,  0.93064,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92578
1052, 351,  0.32505, -6.03829E-06,  0.91496, -0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92071
1053, 351,  0.32505, -6.03829E-06,  0.91496, -0.33476,  6.21876E-06, -0.9423,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92071
1054, 352,  0.3618,  6.33743E-06,  0.92011,  0.36594,  6.40995E-06,  0.93064,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92578
1055, 353,  0.3553, -6.04024E-06,  0.90361, -0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92578
1056, 352,  0.3618,  6.33743E-06,  0.92011,  0.36594,  6.40995E-06,  0.93064,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.92578
1057, 354,  0.39212,  6.33499E-06,  0.90757,  0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93083
1058, 353,  0.3553, -6.04024E-06,  0.90361, -0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92578
1059, 353,  0.3553, -6.04024E-06,  0.90361, -0.36593,  6.22091E-06, -0.93064,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.92578
1060, 354,  0.39212,  6.33499E-06,  0.90757,  0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93083
1061, 355,  0.38508, -6.04218E-06,  0.8913, -0.39661,  6.22310E-06, -0.91799,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93083
1062, 354,  0.39212,  6.33499E-06,  0.90757,  0.39662,  6.40768E-06,  0.91798,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93083
1063, 356,  0.42192,  6.33304E-06,  0.89406,  0.42678,  6.40594E-06,  0.90436,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93587
1064, 355,  0.38508, -6.04218E-06,  0.8913, -0.39661,  6.22310E-06, -0.91799,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93083
1065, 355,  0.38508, -6.04218E-06,  0.8913, -0.39661,  6.22310E-06, -0.91799,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93083
1066, 356,  0.42192,  6.33304E-06,  0.89406,  0.42678,  6.40594E-06,  0.90436,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93587
1067, 357,  0.41434, -6.04413E-06,  0.87804, -0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93587
1068, 356,  0.42192,  6.33304E-06,  0.89406,  0.42678,  6.40594E-06,  0.90436,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.93587
1069, 358,  0.45119,  6.33060E-06,  0.87961,  0.4564,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.9409
1070, 357,  0.41434, -6.04413E-06,  0.87804, -0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93587
1071, 358,  0.45119,  6.33060E-06,  0.87961,  0.4564,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.9409
1072, 359,  0.44308, -6.04657E-06,  0.86385, -0.45639,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.9409
1073, 357,  0.41434, -6.04413E-06,  0.87804, -0.42676,  6.22534E-06, -0.90436,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.93587
1074, 358,  0.45119,  6.33060E-06,  0.87961,  0.4564,  6.40373E-06,  0.88977,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.9409
1075, 360,  0.47991,  6.32817E-06,  0.86423,  0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.94591
1076, 359,  0.44308, -6.04657E-06,  0.86385, -0.45639,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.9409
1077, 360,  0.47991,  6.32817E-06,  0.86423,  0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.94591
1078, 361,  0.47128, -6.04901E-06,  0.84874, -0.48545,  6.23088E-06, -0.87426,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.94591
1079, 359,  0.44308, -6.04657E-06,  0.86385, -0.45639,  6.22810E-06, -0.88978,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.9409
1080, 360,  0.47991,  6.32817E-06,  0.86423,  0.48547,  6.40155E-06,  0.87425,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.94591
1081, 362,  0.50805,  6.32573E-06,  0.84794,  0.51396,  6.39936E-06,  0.85781,  1.00,  1.00,  1.00,  1.00,  0.01472,  0.95091
1082, 361,  0.47128, -6.04901E-06,  0.84874, -0.48545,  6.23088E-06, -0.87426,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.94591
1083, 363,  0.49892, -6.05193E-06,  0.83275, -0.51394,  6.23417E-06, -0.85783,  0.00,  0.00,  0.00,  1.00,  0.98948,  0.95091
